image,status,texts,raw_texts,scores,boxes,destination,note
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741682712917-273090065.jpg,ok,37H-05078,,0.938,"[720, 2266, 1340, 2593]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741682936527-661266278.jpg,ocr_empty,,,0.862,"[532, 2301, 1546, 2573]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741682936527-661266278.jpg,All OCR texts are empty.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741683463976-678956611.jpg,ok,15M-07438,,0.909,"[308, 376, 415, 406]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741684688332-965381633.jpg,ok,37H-06221,,0.928,"[469, 1502, 904, 1754]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741685603571-356708736.jpeg,ok,37H-00574,,0.938,"[95, 345, 251, 419]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741685842066-76379122.jpg,ok,34T-1405,,0.916,"[457, 1190, 604, 1274]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741687096094-983485262.jpeg,ok,29CD-058.82,,0.903,"[130, 359, 212, 407]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741690436794-224994014.jpeg,ok,34C-12702,,0.515,"[141, 359, 196, 390]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741690774373-597691628.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741690774373-597691628.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741691111269-620637732.jpeg,ok,29LD-501.71,,0.898,"[137, 345, 204, 380]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741692883428-207446697.jpg,ok,29LD-501.71,,0.933,"[564, 1479, 867, 1629]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741693687480-451347165.jpeg,ok,22D-16472 | , | 77T2016472,0.790 | 0.656,"[110, 361, 225, 391] | [110, 359, 268, 392]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741695983183-81248398.jpg,ok,99H-02387,,0.976,"[289, 1000, 571, 1162]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741698380799-229737887.jpg,ok,34H-00403,,0.878,"[917, 2306, 1306, 2530]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741698928187-195610452.jpg,ocr_empty,,9HD19563,0.915,"[451, 813, 671, 927]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741698928187-195610452.jpg,All OCR texts are empty. Rejected raw OCR: 9HD19563
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741699993468-441629624.jpg,ok,37D-00080,,0.794,"[667, 2354, 1588, 2582]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741700874910-502294901.jpg,ocr_empty,,34D70,0.892,"[745, 2220, 1412, 2387]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741700874910-502294901.jpg,All OCR texts are empty. Rejected raw OCR: 34D70
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741713978569-860224799.jpeg,ok,34C-13256,,0.938,"[121, 336, 212, 379]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741716127299-663982312.jpg,ocr_empty,,297K02101,0.933,"[735, 2313, 1339, 2494]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741716127299-663982312.jpg,All OCR texts are empty. Rejected raw OCR: 297K02101
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741719439602-849714266.jpg,ok,29D-00408,,0.639,"[583, 1926, 1134, 2073]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741725705102-552274138.jpeg,ok,29M-02006,,0.898,"[95, 361, 245, 402]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741736849557-400851677.jpg,ok,37HM-05510,,0.969,"[372, 1740, 1505, 2314]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741738727748-255822298.jpg,ocr_empty,,777,0.909,"[541, 1869, 1257, 2068]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741738727748-255822298.jpg,All OCR texts are empty. Rejected raw OCR: 777
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741738753878-25039212.jpg,ocr_empty,,37477,0.865,"[563, 1930, 1300, 2138]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741738753878-25039212.jpg,All OCR texts are empty. Rejected raw OCR: 37477
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741739097837-192630839.jpeg,ok,37C-20568,,0.985,"[146, 362, 199, 396]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741740402849-345062045.jpeg,ok,29H-82549,,0.925,"[121, 380, 189, 419]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741740661119-478704879.jpg,ocr_empty,,37MD8750N,0.949,"[610, 1927, 1211, 2093]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741740661119-478704879.jpg,All OCR texts are empty. Rejected raw OCR: 37MD8750N
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741741699770-809921849.jpeg,ok,37H-06221,,0.930,"[121, 352, 220, 403]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741743770220-606562750.jpeg,ocr_empty,,2XXX37C363135,0.923,"[120, 349, 220, 408]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741743770220-606562750.jpeg,All OCR texts are empty. Rejected raw OCR: 2XXX37C363135
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741804533883-55670298.jpg,ocr_empty, | ,5 | NMMNM,0.481 | 0.334,"[582, 2189, 1540, 2431] | [42, 2183, 1527, 2435]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741804533883-55670298.jpg,All OCR texts are empty. Rejected raw OCR: 5 | NMMNM
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741805526440-908365417.jpeg,ok,20C-18520 | , | 25,0.823 | 0.276,"[110, 369, 228, 401] | [8, 366, 232, 405]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741807045275-327711674.jpeg,ok,20DF-00565,,0.887,"[113, 348, 226, 407]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741810555697-247001312.jpeg,ocr_empty,,89C2453444,0.813,"[122, 341, 200, 389]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741810555697-247001312.jpeg,All OCR texts are empty. Rejected raw OCR: 89C2453444
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741811099097-923333567.jpg,ok, | 89CD-218.84, | ,0.740 | 0.385,"[740, 2252, 1522, 2470] | [730, 2081, 1525, 2470]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741811348699-803038363.jpeg,ok,29CD-005.82,,0.791,"[119, 358, 198, 398]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741814440344-204638921.jpeg,ocr_empty,,89CD2242M,0.391,"[55, 338, 236, 404]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741814440344-204638921.jpeg,All OCR texts are empty. Rejected raw OCR: 89CD2242M
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741815119823-550798305.jpg,ok,29T-00546 | , | 201D5M,0.822 | 0.520,"[703, 2260, 1414, 2486] | [363, 2249, 1431, 2494]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741815180239-706536077.jpeg,ok,89C-13300,,0.901,"[139, 345, 207, 394]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741815392180-782206373.jpeg,ok,89CC-02184 | , | MMDB8890302184,0.804 | 0.361,"[113, 338, 228, 384] | [113, 352, 228, 384]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741818116827-903881744.jpeg,ok,89C-09412,,0.853,"[133, 348, 209, 406]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741820715370-53252263.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741820715370-53252263.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741826870104-969563143.jpeg,ocr_empty,,44AA98H03326,0.918,"[119, 354, 224, 417]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741826870104-969563143.jpeg,All OCR texts are empty. Rejected raw OCR: 44AA98H03326
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741827179456-667670217.jpeg,ok,89C-10098 | , | ,0.692 | 0.418,"[118, 365, 182, 416] | [90, 0, 251, 15]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741828166162-134545098.jpeg,ok,37H-09040,,0.979,"[76, 326, 263, 419]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741828228011-118124725.jpeg,ocr_empty,,M01993,0.926,"[72, 336, 260, 398]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741828228011-118124725.jpeg,All OCR texts are empty. Rejected raw OCR: M01993
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741830102427-144877162.jpg,ok,89HT-01439,,0.782,"[948, 2281, 1301, 2511]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741831161346-425832506.jpg,ocr_empty,,,0.926,"[650, 1419, 1601, 1930]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741831161346-425832506.jpg,All OCR texts are empty.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741833814013-225838815.jpeg,ok,37H-02557,,0.948,"[112, 348, 223, 407]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741837435262-145285623.jpg,ocr_empty,,3721,0.978,"[561, 2111, 1604, 2637]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741837435262-145285623.jpg,All OCR texts are empty. Rejected raw OCR: 3721
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741838262076-927698447.jpg,ok,12C-05342,,0.915,"[832, 2275, 1154, 2454]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741841511229-776598298.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741841511229-776598298.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741842227280-140067421.jpg,ok,98BE-00329,,0.968,"[402, 1891, 1840, 2629]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741843931687-334992542.jpeg,ok,13BC-04243,,0.964,"[87, 348, 222, 417]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741844177297-863460440.jpeg,ok,37C-01787,,0.915,"[91, 364, 243, 408]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741849439773-276472049.jpg,ok,30D-48875,,0.939,"[406, 2143, 1845, 2494]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741859635612-191225788.jpg,ocr_empty,,89HD2752E,0.947,"[265, 852, 515, 982]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741859635612-191225788.jpg,All OCR texts are empty. Rejected raw OCR: 89HD2752E
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741861395630-688638274.jpg,ocr_empty,,829C000541,0.855,"[175, 874, 379, 996]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741861395630-688638274.jpg,All OCR texts are empty. Rejected raw OCR: 829C000541
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741861707130-169007398.jpeg,ok,98C-27411,,0.876,"[121, 347, 212, 397]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741865510903-574616718.jpg,ok,20C-06244,,0.940,"[835, 2339, 1365, 2599]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741865991170-801190345.jpg,ok,29H-72109,,0.956,"[277, 1747, 1485, 2386]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741872538898-165049763.jpeg,ok,37V-4090,,0.895,"[49, 307, 282, 436]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741874398556-658721029.jpg,ok,35H-02177,,0.942,"[450, 2030, 1737, 2613]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741875094672-974443187.jpeg,ok,34AH-04151,,0.874,"[127, 357, 214, 381]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741877415447-190548571.jpeg,ok,29XK-02410,,0.935,"[84, 368, 242, 411]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741888723575-351719641.jpeg,ok,34H-00403,,0.819,"[145, 361, 199, 390]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741889632387-383516599.jpg,ok,34CD-148.23,,0.880,"[626, 711, 745, 785]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741890364024-676657144.jpg,ocr_empty,,34D415M,0.909,"[708, 2254, 1444, 2439]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741890364024-676657144.jpg,All OCR texts are empty. Rejected raw OCR: 34D415M
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741890594921-791416728.jpeg,ok,34C-15301,,0.954,"[129, 355, 211, 397]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741899110166-160759973.jpeg,ok,34H-03648,,0.944,"[143, 360, 209, 400]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741903395028-586080248.jpg,ok,34C-20886,,0.933,"[835, 2211, 1289, 2441]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741903922785-387581898.jpg,ok,20H-02356,,0.927,"[787, 2337, 1438, 2686]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741907775114-707185192.jpg,ok,37H-05053,,0.975,"[615, 2126, 1538, 2627]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741907971859-137085858.jpeg,ocr_empty,,22ZC7H07720,0.891,"[130, 355, 201, 396]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741907971859-137085858.jpeg,All OCR texts are empty. Rejected raw OCR: 22ZC7H07720
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741908280124-822694262.jpeg,ok,37HA-03727,,0.841,"[120, 357, 188, 400]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741912346382-816719153.jpeg,ok,37D-5040,,0.867,"[140, 352, 199, 392]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741917649009-402931057.jpg,ocr_empty,,889C00162,0.945,"[819, 2272, 1337, 2544]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741917649009-402931057.jpg,All OCR texts are empty. Rejected raw OCR: 889C00162
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741932190008-224046227.jpg,ok,36C-21040,,0.832,"[805, 1967, 1174, 2251]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741933849683-836424529.jpeg,ok,37K-33988,,0.903,"[113, 383, 231, 413]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741938751166-495233045.jpg,ocr_empty,,36029N,0.933,"[775, 2403, 1471, 2578]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741938751166-495233045.jpg,All OCR texts are empty. Rejected raw OCR: 36029N
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741953960542-837542068.jpg,ok,37C-52880,,0.886,"[400, 544, 577, 646]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741954304835-729250176.jpeg,ok,37H-01595,,0.914,"[136, 361, 210, 398]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741960787645-703003124.jpeg,ok,29K-10971,,0.918,"[100, 366, 238, 407]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741961054738-578514733.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741961054738-578514733.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741973463567-554655346.jpg,ocr_empty,,091,0.946,"[374, 2040, 1736, 2325]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741973463567-554655346.jpg,All OCR texts are empty. Rejected raw OCR: 091
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741978887948-21720107.jpg,ok,34C-20966,,0.841,"[607, 698, 732, 774]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741989528458-695868787.jpg,ocr_empty,,242091,0.857,"[813, 2488, 1580, 2664]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741989528458-695868787.jpg,All OCR texts are empty. Rejected raw OCR: 242091
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741996862781-395676231.jpg,ok,35H-02196,,0.939,"[724, 1908, 1093, 2110]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741999049742-855587842.jpeg,ok,14C-35163,,0.968,"[87, 327, 270, 427]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1741999149394-640200796.jpeg,ocr_empty, | ,646121 | 1M21M,0.786 | 0.260,"[66, 335, 263, 398] | [76, 390, 238, 475]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1741999149394-640200796.jpeg,All OCR texts are empty. Rejected raw OCR: 646121 | 1M21M
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742000760724-408681450.jpeg,ocr_empty,,3777477,0.604,"[31, 329, 321, 399]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742000760724-408681450.jpeg,All OCR texts are empty. Rejected raw OCR: 3777477
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742001365393-95150802.jpg,ok,37H-0488,,0.961,"[525, 1959, 1802, 2656]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742005061840-547246087.jpg,ok,20C-23264,,0.880,"[713, 1937, 1067, 2151]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742008839224-473188351.jpg,ocr_empty,,7MM,0.965,"[340, 2240, 1832, 2620]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742008839224-473188351.jpg,All OCR texts are empty. Rejected raw OCR: 7MM
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742009169891-51420772.jpg,ok,89C-19417,,0.961,"[555, 2353, 1235, 2679]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742011643432-547253278.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742011643432-547253278.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742011695265-426347848.jpg,ok,37M-4904,,0.858,"[256, 2048, 2020, 3028]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742012002517-371430991.jpg,ok,29H-62201,,0.919,"[588, 2317, 1321, 2669]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742015658996-840495980.jpg,ocr_empty,,37CT3269M0,0.903,"[756, 2262, 1368, 2431]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742015658996-840495980.jpg,All OCR texts are empty. Rejected raw OCR: 37CT3269M0
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742016834396-730560473.jpg,ok,37NM-02657,,0.975,"[569, 2168, 1555, 2651]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742020174236-998498845.jpg,ocr_empty,,37C9518876,0.960,"[731, 2202, 1643, 2713]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742020174236-998498845.jpg,All OCR texts are empty. Rejected raw OCR: 37C9518876
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742020562678-999484889.jpg,ocr_empty,,MMMMMMMMMMMMMM,0.929,"[631, 1956, 1198, 2106]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742020562678-999484889.jpg,All OCR texts are empty. Rejected raw OCR: MMMMMMMMMMMMMM
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742025336921-23119262.jpg,ocr_empty,,72,0.947,"[236, 2212, 1656, 2598]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742025336921-23119262.jpg,All OCR texts are empty. Rejected raw OCR: 72
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742025801457-755887503.jpg,ok,37H-05969,,0.884,"[890, 2302, 1482, 2604]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742025813941-153961505.jpeg,ok,37H-05969,,0.920,"[122, 359, 216, 407]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742027447448-806189216.jpeg,ok,35H-02177,,0.947,"[130, 335, 231, 397]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742027786057-970281280.jpeg,ok,37C-15488,,0.930,"[120, 351, 217, 402]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742029374876-327362174.jpg,ocr_empty,,37DD0034M,0.830,"[576, 1940, 1141, 2081]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742029374876-327362174.jpg,All OCR texts are empty. Rejected raw OCR: 37DD0034M
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742032494622-66444486.jpeg,ocr_empty,,NMZDL41368,0.422,"[103, 368, 241, 408]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742032494622-66444486.jpeg,All OCR texts are empty. Rejected raw OCR: NMZDL41368
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742037444593-592872226.jpeg,ok,37H-01993,,0.905,"[96, 327, 230, 400]",,At least one OCR text has a valid Vietnamese plate format.
